seq	batch	kind	status	action	path	notes
165	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_files/__init__.py	第二十六轮复核：移除父包层 13 个失效目录生成/架构设计导出，仅保留真实入口 DirectoryStructureService、FilePromptService。
166	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_files/architect/__init__.py	第二十七轮复核：移除 16 个失效包级架构 schema/模板导出，仅保留 files_plan_v2.py 真实使用的 6 个架构入口。
167	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_files/architect/decision_maker.py	第十四轮复核：移除零引用无效导入 Any、Dict。
168	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_files/architect/generator.py	第十四轮复核：移除零引用无效导入 ArchitecturePattern、Optional、Tuple。
169	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_files/architect/patterns.py	第十四轮复核：移除零引用无效导入 field。
170	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_files/architect/profiler.py	第十四轮复核：移除零引用无效导入 ArchitecturePattern、Set。
171	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_files/architect/quality_evaluator.py	第十四轮复核：移除零引用无效导入 Any、Optional；ArchitecturePattern 复核后保留。
172	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_files/architect/refiner.py	第十四轮复核：移除零引用无效导入 ArchitecturePattern、StructureIssue。
173	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_files/architect/schemas.py	第十四轮复核：移除零引用无效导入 Set。
174	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/coding_files/architect/utils.py	已逐文件读取并完成首轮复核；py 文件 24 行，顶层符号 1，导入语句 1。
175	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_files/directory_agent/__init__.py	第二十七轮复核：移除 14 个失效包级 Agent/工具导出，仅保留真实入口 run_directory_planning_agent。
176	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_files/directory_agent/agent.py	第十四轮复核：移除零引用无效导入 Optional、ToolCall。
177	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_files/directory_agent/evaluator.py	移除零引用数据类 OverallEvaluation。
178	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/coding_files/directory_agent/tool_executor.py	已逐文件读取并完成首轮复核；py 文件 1020 行，顶层符号 5，导入语句 9。
179	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/coding_files/directory_agent/tools.py	已逐文件读取并完成首轮复核；py 文件 508 行，顶层符号 11，导入语句 5。
180	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_files/directory_generator/__init__.py	第二十七轮复核：移除失效包级导出 DirectorySpec、FileSpec、PlannedDirectory、PlannedFile，仅保留 BruteForceOutput、DirectoryTreeBuilder。
181	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/coding_files/directory_generator/schemas.py	已逐文件读取并完成首轮复核；py 文件 141 行，顶层符号 5，导入语句 3。
182	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/coding_files/directory_generator/tree_builder.py	已逐文件读取并完成首轮复核；py 文件 232 行，顶层符号 1，导入语句 4。
183	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_files/directory_service.py	移除零引用无效导入 SourceFileResponse；第十三轮继续移除零引用无效导入 List。
184	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/coding_files/file_prompt/__init__.py	已逐文件读取并完成首轮复核；py 文件 15 行，顶层符号 0，导入语句 0。
185	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/coding_files/file_prompt/file_ops.py	已逐文件读取并完成首轮复核；py 文件 299 行，顶层符号 1，导入语句 6。
186	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/coding_files/file_prompt/generation.py	已逐文件读取并完成首轮复核；py 文件 395 行，顶层符号 1，导入语句 6。
187	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/coding_files/file_prompt/ingestion.py	已逐文件读取并完成首轮复核；py 文件 159 行，顶层符号 1，导入语句 5。
188	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/coding_files/file_prompt/prompts.py	已逐文件读取并完成首轮复核；py 文件 227 行，顶层符号 1，导入语句 4。
189	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/coding_files/file_prompt/rag.py	已逐文件读取并完成首轮复核；py 文件 121 行，顶层符号 1，导入语句 6。
190	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_files/file_prompt/review.py	第十五轮复核：移除零引用无效导入 Any、CodingSourceFile。
191	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/coding_files/file_prompt/workflows.py	已逐文件读取并完成首轮复核；py 文件 207 行，顶层符号 2，导入语句 6。
192	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/coding_files/file_prompt_service.py	已逐文件读取并完成首轮复核；py 文件 44 行，顶层符号 1，导入语句 11。
193	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/coding_files/graph_utils.py	已逐文件读取并完成首轮复核；py 文件 46 行，顶层符号 1，导入语句 2。
194	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_rag/__init__.py	第四十四轮复核：仅保留 CodingDataType、CodingProjectIngestionService、schedule_ingestion，移除其余 12 个零包级引用的历史导出。
195	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_rag/auto_ingestion.py	第四十四轮复核：移除零引用无效导入 Any、Optional、BLUEPRINT_INGESTION_TYPES、schedule_multiple_ingestions。
196	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_rag/chunk_strategy.py	第十七轮复核：移除零调用策略切换函数 set_strategy_manager()、switch_global_preset()。
197	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/coding_rag/content_splitter.py	已逐文件读取并完成首轮复核；py 文件 607 行，顶层符号 3，导入语句 8。
198	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/coding_rag/data_types.py	已逐文件读取并完成首轮复核；py 文件 86 行，顶层符号 1，导入语句 2。
199	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/coding_rag/ingestion_service.py	第四十四轮复核：移除零模块级引用的 CompletenessReport 残留导入与 __all__ 导出。
200	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/config_service_base.py	已逐文件读取并完成首轮复核；py 文件 71 行，顶层符号 1，导入语句 5。
201	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/content_optimization/__init__.py	第二十六轮复核：移除失效包级导出 get_tools_prompt。第四十五轮复核：确认当前仓库已全部改为子模块直连，移除 12 个零包级引用的历史导出并保留精简包入口。
202	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/content_optimization/agent.py	第四十四轮复核：移除零引用无效导入 json 与 _parse_response() 内部的 ToolCallParseResult 局部导入。
203	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/content_optimization/coherence_checker.py	已逐文件读取并完成首轮复核；py 文件 321 行，顶层符号 1，导入语句 4。
204	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/content_optimization/paragraph_analyzer.py	已逐文件读取并完成首轮复核；py 文件 381 行，顶层符号 1，导入语句 5。
205	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/content_optimization/schemas.py	移除零引用建议类别与事件模型共 11 项。
206	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/content_optimization/service.py	移除零引用无效导入 OptimizationMode。
207	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/content_optimization/session_manager.py	已逐文件读取并完成首轮复核；py 文件 309 行，顶层符号 3，导入语句 7。
208	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/content_optimization/tool_executor.py	第十二轮复核：移除零引用无效导入 Sequence。
209	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/content_optimization/tools.py	已逐文件读取并完成首轮复核；py 文件 352 行，顶层符号 8，导入语句 3。
210	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/content_optimization/workflow.py	移除零引用无效导入 CheckDimension、OptimizationMode、RAGContext；第十二轮继续移除零引用无效导入 List。
211	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/conversation_service.py	已逐文件读取并完成首轮复核；py 文件 140 行，顶层符号 1，导入语句 7。
212	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/embedding_config_service.py	第十轮复核：移除零引用无效导入 InvalidParameterError。
213	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/embedding_service.py	第四十五轮复核：移除 `_find_local_model_path()` 内部零引用导入 `Path`。
214	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/evaluation_workflow_base.py	已逐文件读取并完成首轮复核；py 文件 136 行，顶层符号 2，导入语句 3。
215	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/foreshadowing_service.py	第十二轮复核：移除零引用无效导入 Chapter。
216	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/hf_model_download_service.py	第十轮复核：移除零引用无效导入 asyncio。
217	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/image_generation/__init__.py	第三十九轮复核：保留 ImageGenerationService、ImageConfigService 与核心 schema，移除 4 个零包级引用的 PDF/Provider 残留导出。
218	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/image_generation/config_service.py	已逐文件读取并完成首轮复核；py 文件 321 行，顶层符号 1，导入语句 9。
219	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/image_generation/fs_utils.py	已逐文件读取并完成首轮复核；py 文件 64 行，顶层符号 13，导入语句 6。
220	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/image_generation/pdf_export.py	第十五轮复核：移除零引用无效导入 Any、ChapterMangaPrompt。第四十五轮复核：移除 `generate_chapter_manga_pdf()` 内部零引用导入 `ImageReader`。
221	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/image_generation/providers/__init__.py	第二十七轮复核：移除 6 个失效包级 provider 导出，仅保留真实入口 ImageProviderFactory。
222	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/image_generation/providers/base.py	移除零引用无效导入 has_style_keywords。
223	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/image_generation/providers/comfyui.py	第十轮复核：移除零引用无效导入 Optional。
224	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/image_generation/providers/factory.py	已逐文件读取并完成首轮复核；py 文件 95 行，顶层符号 1，导入语句 3。
225	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/image_generation/providers/openai_compatible.py	第十五轮复核：移除零引用无效导入 Any、httpx。
226	backend	code	reviewed-no-confirmed-dead-code	checked	backend/app/services/image_generation/providers/stability.py	已逐文件读取并完成首轮复核；py 文件 245 行，顶层符号 1，导入语句 7。
227	backend	code	reviewed-dead-code-cleaned	edited	backend/app/services/image_generation/schemas.py	移除零引用枚举 ImageStyle、QualityPreset、零引用常量 SUPPORTED_MODELS，并继续移除零引用风格检测常量 STYLE_DETECTION_KEYWORDS 与函数 has_style_keywords。
